Set,FACS_well,Sample,plate,OD,note,,,,,,,,,,,,,,
4,D7,2x92,1,0.393,,,,,,,,,,,,,,,
4,D8,117x134,1,0.365,,,,,,,,,,,,,,,
4,D9,dip-2,1,0.357,,,,,,,,,,,,,,,
4,D10,115x115,1,0.327,,,,,,,,,,,,,,,
4,D11,22x134,1,0.381,,,,,,,,,,,,,,,
4,D12,dip-1,1,0.308,,,,,,,,,,,,,,,
4,E1,130x130,1,0.286,,,,,,,,,,,,,,,
4,E2,15x15,1,0.347,,,,,,,,,,,,,,,
4,E3,2x2,1,0.293,,,,,,,,,,,,,,,
4,E4,18x92,1,0.352,,,,,,,,,,,,,,,
4,E5,10x10,1,0.326,,,,,,,,,,,,,,,
4,E6,4x4,1,0.367,,,,,,,,,,,,,,,
4,E7,131x131,1,0.243,,,,,,,,,,,,,,,
4,E8,12x136,1,0.358,,,,,,,,,,,,,,,
4,E9,12x12,1,0.286,,,,,,,,,,,,,,,
4,E10,34x95,1,0.262,,,,,,,,,,,,,,,
4,E11,131x131,1,0.251,,,,,,,,,,,,,,,
4,E12,115x115,1,0.278,,,,,,,,,,,,,,,
4,F1,a-2,1,0.404,,,,,,,,,,,,,,,
4,F2,34x95,1,0.211,,,,,,,,,,,,,,,
4,F3,48x95,1,0.338,,,,,,,,,,,,,,,
4,F4,45x67,1,0.326,,,,,,,,,,,,,,,
4,F5,a-2,1,0.386,,,,,,,,,,,,,,,
4,F6,18x92,1,0.352,,,,,,,,,,,,,,,
4,F7,131x131,1,0.225,,,,,,,,,,,,,,,
4,F8,32x134,1,0.376,,,,,,,,,,,,,,,
4,F9,12x136,1,0.362,,,,,,,,,,,,,,,
4,F10,10x10,1,0.36,,,,,,,,,,,,,,,
4,F11,23x23,1,0.347,,,,,,,,,,,,,,,
4,F12,117x134,1,0.293,,,,,,,,,,,,,,,
4,G1,a-1,1,0.36,,,,,,,,,,,,,,,
4,G2,29x95,1,0.555,,,,,,,,,,,,,,,
4,G3,39x92,1,0.259,,,,,,,,,,,,,,,
4,G4,dip-1,1,0.3,,,,,,,,,,,,,,,
4,G5,29x29,1,0.269,,,,,,,,,,,,,,,
4,G6,34x95,1,0.179,,,,,,,,,,,,,,,
4,G7,115x115,1,0.27,,,,,,,,,,,,,,,
4,G8,2x92,1,0.296,,,,,,,,,,,,,,,
4,G9,24x95,1,0.323,,,,,,,,,,,,,,,
4,G10,24x95,1,0.334,,,,,,,,,,,,,,,
4,G11,10x10,1,0.3,,,,,,,,,,,,,,,
4,G12,12x136,1,0.3,,,,,,,,,,,,,,,
4,H1,23x23,1,0.37,,,,,,,,,,,,,,,
4,H2,22x134,1,0.445,,,,,,,,,,,,,,,
4,H3,15x15,1,0.383,,,,,,,,,,,,,,,
4,H4,15x15,1,0.392,,,,,,,,,,,,,,,
4,H5,95x134,1,0.431,,,,,,,,,,,,,,,
4,H6,39x92,1,0.32,,,,,,,,,,,,,,,
4,H7,12x12,1,0.396,,,,,,,,,,,,,,,
4,H8,130x130,1,0.314,,,,,,,,,,,,,,,
4,H9,4x134,1,0.396,,,,,,,,,,,,,,,
4,H10,135x135,1,0.424,,,,,,,,,,,,,,,
4,H11,2x2,1,0.343,,,,,,,,,,,,,,,
4,H12,a-1,1,0.387,,,,,,,,,,,,,,,
5,A1,48x95,1,0.415,,,,,,,,,,,,,,,
5,A2,a-1,1,0.601,,,,,,,,,,,,,,,
5,A3,101x101,1,0.505,,,,,,,,,,,,,,,
5,A4,dip-2,1,0.49,,,,,,,,,,,,,,,
5,A5,131x131,1,0.296,,,,,,,,,,,,,,,
5,A6,95x134,1,0.431,,,,,,,,,,,,,,,
5,A7,117x134,1,0.43,,,,,,,,,,,,,,,
5,A8,3x3,1,0.396,,,,,,,,,,,,,,,
5,A9,3x3,1,0.46,,,,,,,,,,,,,,,
5,A10,4x4,1,0.631,,,,,,,,,,,,,,,
5,A11,23x23,1,0.51,,,,,,,,,,,,,,,
5,A12,24x95,1,0.58,,,,,,,,,,,,,,,
5,B1,81x81,1,0.633,,,,,,,,,,,,,,,
5,B2,34x95,1,0.459,,,,,,,,,,,,,,,
5,B3,2x2,1,0.423,,,,,,,,,,,,,,,
5,B4,25x48,1,0.135,,,,,,,,,,,,,,,
5,B5,34x95,1,0.52,,,,,,,,,,,,,,,
5,B6,dip-1,1,0.549,,,,,,,,,,,,,,,
5,B7,39x92,1,0.32,,,,,,,,,,,,,,,
5,B8,34x95,1,0.593,,,,,,,,,,,,,,,
5,B9,100x95,1,0.547,,,,,,,,,,,,,,,
5,B10,dip-1,1,0.44,,,,,,,,,,,,,,,
5,B11,a-2,1,0.71,,,,,,,,,,,,,,,
5,B12,124x136,1,0.632,,,,,,,,,,,,,,,
5,C1,39x92,1,0.226,,,,,,,,,,,,,,,
5,C2,45x67,1,0.379,,,,,,,,,,,,,,,
5,C3,a-1,1,0.629,,,,,,,,,,,,,,,
5,C4,45x67,1,0.463,,,,,,,,,,,,,,,
5,C5,45x67,1,0.518,,,,,,,,,,,,,,,
5,C6,dip-1,1,0.453,,,,,,,,,,,,,,,
5,C7,a-2,1,0.62,,,,,,,,,,,,,,,
5,C8,131x131,1,0.328,,,,,,,,,,,,,,,
5,C9,48x95,1,0.492,,,,,,,,,,,,,,,
5,C10,83x95,1,0.6,,,,,,,,,,,,,,,
5,C11,32x134,1,0.59,,,,,,,,,,,,,,,
5,C12,29x95,1,0.375,,,,,,,,,,,,,,,
5,D1,4x134,1,0.658,,,,,,,,,,,,,,,
5,D2,131x131,1,0.332,,,,,,,,,,,,,,,
5,D3,2x2,1,0.409,,,,,,,,,,,,,,,
5,D4,8x67,1,0.117,,,,,,,,,,,,,,,
5,D5,4x134,1,0.691,,,,,,,,,,,,,,,
5,D6,117x134,1,0.427,,,,,,,,,,,,,,,
5,D7,9x134,1,0.62,,,,,,,,,,,,,,,
5,D8,117x134,1,0.422,,,,,,,,,,,,,,,
5,D9,95x134,1,0.595,,,,,,,,,,,,,,,
5,D10,dip-2,1,0.522,,,,,,,,,,,,,,,
5,D11,a-1,1,0.79,,,,,,,,,,,,,,,
5,D12,25x48,1,0.115,,,,,,,,,,,,,,,
5,E1,4x4,1,0.662,,,,,,,,,,,,,,,
5,E2,12x12,1,0.471,,,,,,,,,,,,,,,
5,E3,84x84,1,0.044,,,,,,,,,,,,,,,
5,E4,24x95,1,0.643,,,,,,,,,,,,,,,
5,E5,9x134,1,0.624,,,,,,,,,,,,,,,
5,E6,23x23,1,0.52,,,,,,,,,,,,,,,
5,E7,29x29,1,0.36,,,,,,,,,,,,,,,
5,E8,81x81,1,0.671,,,,,,,,,,,,,,,
5,E9,29x29,1,0.385,,,,,,,,,,,,,,,
5,E10,15x15,1,0.53,,,,,,,,,,,,,,,
5,E11,15x15,1,0.55,,,,,,,,,,,,,,,
5,E12,48x95,1,0.46,,,,,,,,,,,,,,,
5,F1,124x136,1,0.574,,,,,,,,,,,,,,,
5,F2,84x84,1,0.042,,,,,,,,,,,,,,,
5,F3,32x134,1,0.614,,,,,,,,,,,,,,,
5,F4,83x95,1,0.581,,,,,,,,,,,,,,,
5,F5,15x15,1,0.569,,,,,,,,,,,,,,,
5,F6,2x2,1,0.596,,,,,,,,,,,,,,,
5,F7,83x95,1,0.64,,,,,,,,,,,,,,,
5,F8,12x12,1,0.562,,,,,,,,,,,,,,,
5,F9,135x135,1,0.751,,,,,,,,,,,,,,,
5,F10,95x134,1,0.597,,,,,,,,,,,,,,,
5,F11,29x95,1,0.42,,,,,,,,,,,,,,,
5,F12,4x4,1,0.566,,,,,,,,,,,,,,,
5,G1,9x134,1,0.545,,,,,,,,,,,,,,,
5,G2,39x92,1,0.233,,,,,,,,,,,,,,,
5,G3,24x95,1,0.474,,,,,,,,,,,,,,,
5,G4,8x67,1,0.111,,,,,,,,,,,,,,,
5,G5,12x12,1,0.562,,,,,,,,,,,,,,,
5,G6,135x135,1,0.695,,,,,,,,,,,,,,,
5,G7,100x95,1,0.53,,,,,,,,,,,,,,,
5,G8,25x48,1,0.123,,,,,,,,,,,,,,,
5,G9,32x134,1,0.629,,,,,,,,,,,,,,,
5,G10,3x3,1,0.376,,,,,,,,,,,,,,,
5,G11,124x136,1,0.58,,,,,,,,,,,,,,,
5,G12,29x29,1,0.353,,,,,,,,,,,,,,,
5,H1,dip-2,1,0.566,,,,,,,,,,,,,,,
5,H2,100x95,1,0.542,,,,,,,,,,,,,,,
5,H3,84x84,1,0.038,,,,,,,,,,,,,,,
5,H4,135x135,1,0.654,,,,,,,,,,,,,,,
5,H5,81x81,1,0.728,,,,,,,,,,,,,,,
5,H6,101x101,1,0.687,,,,,,,,,,,,,,,
5,H7,23x23,1,0.55,,,,,,,,,,,,,,,
5,H8,101x101,1,0.684,,,,,,,,,,,,,,,
5,H9,a-2,1,0.802,,,,,,,,,,,,,,,
5,H10,4x134,1,0.669,,,,,,,,,,,,,,,
5,H11,8x67,1,0.13,,,,,,,,,,,,,,,
5,H12,29x95,1,0.443,,,,,,,,,,,,,,,
5,A1,2x92,2,0.511,old_NaCitrate,,,,,,,,,,,,,,
5,A2,115x115,2,0.429,old_NaCitrate,,,,,,,,,,,,,,
5,A3,115x115,2,0.489,old_NaCitrate,,,,,,,,,,,,,,
5,A4,12x136,2,0.55,old_NaCitrate,,,,,,,,,,,,,,
5,A5,115x115,2,0.475,old_NaCitrate,,,,,,,,,,,,,,
5,A6,35x35,2,0.478,old_NaCitrate,,,,,,,,,,,,,,
5,B1,2x92,2,0.549,old_NaCitrate,,,,,,,,,,,,,,
5,B2,2x92,2,0.515,old_NaCitrate,,,,,,,,,,,,,,
5,B3,12x136,2,0.596,old_NaCitrate,,,,,,,,,,,,,,
5,B4,35x35,2,0.43,old_NaCitrate,,,,,,,,,,,,,,
5,B5,12x136,2,0.609,old_NaCitrate,,,,,,,,,,,,,,
5,B6,35x35,2,0.491,old_NaCitrate,,,,,,,,,,,,,,
5,C1,2x92,2,0.492,old_RNAase,,,,,,,,,,,,,,
5,C2,35x35,2,0.442,old_RNAase,,,,,,,,,,,,,,
5,C3,35x35,2,0.43,old_RNAase,,,,,,,,,,,,,,
5,C4,2x92,2,0.45,old_RNAase,,,,,,,,,,,,,,
5,C5,12x136,2,0.612,old_RNAase,,,,,,,,,,,,,,
5,C6,12x136,2,0.601,old_RNAase,,,,,,,,,,,,,,
5,D1,35x35,2,0.488,old_RNAase,,,,,,,,,,,,,,
5,D2,115x115,2,0.462,old_RNAase,,,,,,,,,,,,,,
5,D3,12x136,2,0.572,old_RNAase,,,,,,,,,,,,,,
5,D4,115x115,2,0.46,old_RNAase,,,,,,,,,,,,,,
5,D5,115x115,2,0.556,old_RNAase,,,,,,,,,,,,,,
5,D6,2x92,2,0.504,old_RNAase,,,,,,,,,,,,,,
5,E1,35x35,2,0.456,5min_centrifuge,,,,,,,,,,,,,,
5,E2,12x136,2,0.569,5min_centrifuge,,,,,,,,,,,,,,
5,E3,12x136,2,0.618,5min_centrifuge,,,,,,,,,,,,,,
5,E4,2x92,2,0.47,5min_centrifuge,,,,,,,,,,,,,,
5,E5,115x115,2,0.462,5min_centrifuge,,,,,,,,,,,,,,
5,E6,2x92,2,0.453,5min_centrifuge,,,,,,,,,,,,,,
5,F1,12x136,2,0.588,5min_centrifuge,,,,,,,,,,,,,,
5,F2,35x35,2,0.515,5min_centrifuge,,,,,,,,,,,,,,
5,F3,115x115,2,0.392,5min_centrifuge,,,,,,,,,,,,,,
5,F4,35x35,2,0.48,5min_centrifuge,,,,,,,,,,,,,,
5,F5,115x115,2,0.529,5min_centrifuge,,,,,,,,,,,,,,
5,F6,2x92,2,0.446,5min_centrifuge,,,,,,,,,,,,,,
5,G1,35x35,2,0.418,normal,,,,,,,,,,,,,,
5,G2,115x115,2,0.425,normal,,,,,,,,,,,,,,
5,G3,12x136,2,0.548,normal,,,,,,,,,,,,,,
5,G4,2x92,2,0.52,normal,,,,,,,,,,,,,,
5,G5,115x115,2,0.493,normal,,,,,,,,,,,,,,
5,G6,12x136,2,0.535,normal,,,,,,,,,,,,,,
5,H1,2x92,2,0.505,normal,,,,,,,,,,,,,,
5,H2,115x115,2,0.493,normal,,,,,,,,,,,,,,
5,H3,2x92,2,0.51,normal,,,,,,,,,,,,,,
5,H4,35x35,2,0.50,normal,,,,,,,,,,,,,,
5,H5,35x35,2,0.591,normal,,,,,,,,,,,,,,
5,H6,12x136,2,0.626,normal,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
