Day,Machine,Plate,Bioscreen_plate,Well,Line,Rack,Column,Row,Pipettor,Aberrant,Volume,Shaking
1,1,1,1,1,blank,n,n,n,Matt,FALSE,150,Low
1,1,1,1,2,M38,1,A,1,Linnea,FALSE,150,Low
1,1,1,1,3,M50,1,A,2,Linnea,FALSE,150,Low
1,1,1,1,4,M26,1,A,3,Linnea,FALSE,150,Low
1,1,1,1,5,Ma+2.1,1,A,4,Linnea,FALSE,150,Low
1,1,1,1,6,K40,1,A,5,Linnea,FALSE,150,Low
1,1,1,1,7,M21,1,A,6,Linnea,FALSE,150,Low
1,1,1,1,8,K14,1,A,7,Linnea,FALSE,150,Low
1,1,1,1,9,M17,1,A,8,Linnea,FALSE,150,Low
1,1,1,1,10,K101,1,A,9,Linnea,FALSE,150,Low
1,1,1,1,11,K127,1,A,10,Linnea,FALSE,150,Low
1,1,1,1,12,K5,1,B,1,Linnea,FALSE,150,Low
1,1,1,1,13,K98,1,B,2,Linnea,FALSE,150,Low
1,1,1,1,14,K57,1,B,3,Linnea,FALSE,150,Low
1,1,1,1,15,K111,1,B,4,Linnea,FALSE,150,Low
1,1,1,1,16,K97,1,B,5,Linnea,FALSE,150,Low
1,1,1,1,17,K16,1,B,6,Linnea,FALSE,150,Low
1,1,1,1,18,K66,1,B,7,Linnea,FALSE,150,Low
1,1,1,1,19,K60,1,B,8,Linnea,FALSE,150,Low
1,1,1,1,20,K104,1,B,9,Linnea,FALSE,150,Low
1,1,1,1,21,K76,1,B,10,Linnea,FALSE,150,Low
1,1,1,1,22,Malpha-3.1,1,C,1,Linnea,FALSE,150,Low
1,1,1,1,23,K116,1,C,2,Linnea,FALSE,150,Low
1,1,1,1,24,K74,1,C,3,Linnea,FALSE,150,Low
1,1,1,1,25,Ma-1.2,1,C,4,Linnea,FALSE,150,Low
1,1,1,1,26,M73,1,C,5,Linnea,FALSE,150,Low
1,1,1,1,27,M118,1,C,6,Linnea,FALSE,150,Low
1,1,1,1,28,Malpha-1.2,1,C,7,Linnea,FALSE,150,Low
1,1,1,1,29,K95,1,C,8,Linnea,FALSE,150,Low
1,1,1,1,30,M169,1,C,9,Linnea,FALSE,150,Low
1,1,1,1,31,M211,1,C,10,Linnea,FALSE,150,Low
1,1,1,1,32,K65,1,D,1,Linnea,FALSE,150,Low
1,1,1,1,33,K81,1,D,2,Linnea,FALSE,150,Low
1,1,1,1,34,M197,1,D,3,Linnea,FALSE,150,Low
1,1,1,1,35,M193,1,D,4,Linnea,FALSE,150,Low
1,1,1,1,36,M49,1,D,5,Linnea,FALSE,150,Low
1,1,1,1,37,K31,1,D,6,Linnea,FALSE,150,Low
1,1,1,1,38,K88,1,D,7,Linnea,FALSE,150,Low
1,1,1,1,39,K55,1,D,8,Linnea,FALSE,150,Low
1,1,1,1,40,K135,1,D,9,Linnea,FALSE,150,Low
1,1,1,1,41,K82,1,D,10,Linnea,FALSE,150,Low
1,1,1,1,42,M78,1,E,1,Linnea,FALSE,150,Low
1,1,1,1,43,M109,1,E,2,Linnea,FALSE,150,Low
1,1,1,1,44,Ma-2.1,1,E,3,Linnea,FALSE,150,Low
1,1,1,1,45,K44,1,E,4,Linnea,FALSE,150,Low
1,1,1,1,46,M174,1,E,5,Linnea,FALSE,150,Low
1,1,1,1,47,K17,1,E,6,Linnea,FALSE,150,Low
1,1,1,1,48,K18,1,E,7,Linnea,FALSE,150,Low
1,1,1,1,49,K110,1,E,8,Linnea,FALSE,150,Low
1,1,1,1,50,M157,1,E,9,Linnea,FALSE,150,Low
1,1,1,1,51,K71,1,E,10,Linnea,FALSE,150,Low
1,1,1,1,52,M85,1,F,1,Linnea,FALSE,150,Low
1,1,1,1,53,M145,1,F,2,Linnea,FALSE,150,Low
1,1,1,1,54,K75,1,F,3,Linnea,FALSE,150,Low
1,1,1,1,55,K47,1,F,4,Linnea,FALSE,150,Low
1,1,1,1,56,K24,1,F,5,Linnea,FALSE,150,Low
1,1,1,1,57,K96,1,F,6,Linnea,FALSE,150,Low
1,1,1,1,58,M214,1,F,7,Linnea,FALSE,150,Low
1,1,1,1,59,M206,1,F,8,Linnea,FALSE,150,Low
1,1,1,1,60,M133,1,F,9,Linnea,FALSE,150,Low
1,1,1,1,61,M210,1,F,10,Linnea,FALSE,150,Low
1,1,1,1,62,K89,1,G,1,Linnea,FALSE,150,Low
1,1,1,1,63,M173,1,G,2,Linnea,FALSE,150,Low
1,1,1,1,64,M220,1,G,3,Linnea,FALSE,150,Low
1,1,1,1,65,M5,1,G,4,Linnea,FALSE,150,Low
1,1,1,1,66,M89,1,G,5,Linnea,FALSE,150,Low
1,1,1,1,67,M14,1,G,6,Linnea,FALSE,150,Low
1,1,1,1,68,M93,1,G,7,Linnea,FALSE,150,Low
1,1,1,1,69,M208,1,G,8,Linnea,FALSE,150,Low
1,1,1,1,70,M150,1,G,9,Linnea,FALSE,150,Low
1,1,1,1,71,M1,1,G,10,Linnea,FALSE,150,Low
1,1,1,1,72,M202,1,H,1,Linnea,FALSE,150,Low
1,1,1,1,73,K68,1,H,2,Linnea,FALSE,150,Low
1,1,1,1,74,M65,1,H,3,Linnea,FALSE,150,Low
1,1,1,1,75,K8,1,H,4,Linnea,FALSE,150,Low
1,1,1,1,76,M177,1,H,5,Linnea,FALSE,150,Low
1,1,1,1,77,K79,1,H,6,Linnea,FALSE,150,Low
1,1,1,1,78,Ma-3.1,1,H,7,Linnea,FALSE,150,Low
1,1,1,1,79,M117,1,H,8,Linnea,FALSE,150,Low
1,1,1,1,80,Ma-1.3,1,H,9,Linnea,FALSE,150,Low
1,1,1,1,81,M62,1,H,10,Linnea,FALSE,150,Low
1,1,1,1,82,K107,1,I,1,Linnea,FALSE,150,Low
1,1,1,1,83,K54,1,I,2,Linnea,FALSE,150,Low
1,1,1,1,84,M57,1,I,3,Linnea,FALSE,150,Low
1,1,1,1,85,M186,1,I,4,Linnea,FALSE,150,Low
1,1,1,1,86,K43,1,I,5,Linnea,FALSE,150,Low
1,1,1,1,87,M121,1,I,6,Linnea,FALSE,150,Low
1,1,1,1,88,Malpha+3.1,1,I,7,Linnea,FALSE,150,Low
1,1,1,1,89,Malpha+2.2,1,I,8,Linnea,FALSE,150,Low
1,1,1,1,90,K87,1,I,9,Linnea,FALSE,150,Low
1,1,1,1,91,K22,1,I,10,Linnea,FALSE,150,Low
1,1,1,1,92,M165,1,J,1,Linnea,FALSE,150,Low
1,1,1,1,93,K61,1,J,2,Linnea,FALSE,150,Low
1,1,1,1,94,K12,1,J,3,Linnea,FALSE,150,Low
1,1,1,1,95,K136,1,J,4,Linnea,FALSE,150,Low
1,1,1,1,96,K108,1,J,5,Linnea,FALSE,150,Low
1,1,1,1,97,K50,1,J,6,Linnea,FALSE,150,Low
1,1,1,1,98,M105,1,J,7,Linnea,FALSE,150,Low
1,1,1,1,99,Malpha+2.3,1,J,8,Linnea,FALSE,150,Low
1,1,1,1,100,Ma+1.1,1,J,9,Linnea,FALSE,150,Low
1,1,2,2,1,M113,1,J,10,Linnea,FALSE,150,Low
1,1,2,2,2,K80,2,A,1,Matt,FALSE,150,Low
1,1,2,2,3,M218,2,A,2,Matt,FALSE,150,Low
1,1,2,2,4,K120,2,A,3,Matt,FALSE,150,Low
1,1,2,2,5,K11,2,A,4,Matt,FALSE,150,Low
1,1,2,2,6,M216,2,A,5,Matt,FALSE,150,Low
1,1,2,2,7,M209,2,A,6,Matt,FALSE,150,Low
1,1,2,2,8,K7,2,A,7,Matt,FALSE,150,Low
1,1,2,2,9,M94,2,A,8,Matt,FALSE,150,Low
1,1,2,2,10,M97,2,A,9,Matt,FALSE,150,Low
1,1,2,2,11,M102,2,A,10,Matt,FALSE,150,Low
1,1,2,2,12,M45,2,B,1,Matt,FALSE,150,Low
1,1,2,2,13,K46,2,B,2,Matt,FALSE,150,Low
1,1,2,2,14,M213,2,B,3,Matt,FALSE,150,Low
1,1,2,2,15,K103,2,B,4,Matt,FALSE,150,Low
1,1,2,2,16,K117,2,B,5,Matt,FALSE,150,Low
1,1,2,2,17,K25,2,B,6,Matt,FALSE,150,Low
1,1,2,2,18,K85,2,B,7,Matt,FALSE,150,Low
1,1,2,2,19,M106,2,B,8,Matt,FALSE,150,Low
1,1,2,2,20,K10,2,B,9,Matt,FALSE,150,Low
1,1,2,2,21,Malpha+1.1,2,B,10,Matt,FALSE,150,Low
1,1,2,2,22,Ma-2.2,2,C,1,Matt,FALSE,150,Low
1,1,2,2,23,K41,2,C,2,Matt,FALSE,150,Low
1,1,2,2,24,K48,2,C,3,Matt,FALSE,150,Low
1,1,2,2,25,K36,2,C,4,Matt,FALSE,150,Low
1,1,2,2,26,K78,2,C,5,Matt,FALSE,150,Low
1,1,2,2,27,K99,2,C,6,Matt,FALSE,150,Low
1,1,2,2,28,M158,2,C,7,Matt,FALSE,150,Low
1,1,2,2,29,M215,2,C,8,Matt,FALSE,150,Low
1,1,2,2,30,K1,2,C,9,Matt,FALSE,150,Low
1,1,2,2,31,Malpha+2.1,2,C,10,Matt,FALSE,150,Low
1,1,2,2,32,K93,2,D,1,Matt,FALSE,150,Low
1,1,2,2,33,M130,2,D,2,Matt,FALSE,150,Low
1,1,2,2,34,K125,2,D,3,Matt,FALSE,150,Low
1,1,2,2,35,Ma+1.2,2,D,4,Matt,FALSE,150,Low
1,1,2,2,36,K122,2,D,5,Matt,FALSE,150,Low
1,1,2,2,37,M219,2,D,6,Matt,FALSE,150,Low
1,1,2,2,38,K124,2,D,7,Matt,FALSE,150,Low
1,1,2,2,39,K70,2,D,8,Matt,FALSE,150,Low
1,1,2,2,40,M86,2,D,9,Matt,FALSE,150,Low
1,1,2,2,41,M137,2,D,10,Matt,FALSE,150,Low
1,1,2,2,42,K35,2,E,1,Matt,FALSE,150,Low
1,1,2,2,43,K53,2,E,2,Matt,FALSE,150,Low
1,1,2,2,44,Ma+3.2,2,E,3,Matt,FALSE,150,Low
1,1,2,2,45,Malpha+1.3,2,E,4,Matt,FALSE,150,Low
1,1,2,2,46,Ma-3.2,2,E,5,Matt,FALSE,150,Low
1,1,2,2,47,M153,2,E,6,Matt,FALSE,150,Low
1,1,2,2,48,M194,2,E,7,Matt,FALSE,150,Low
1,1,2,2,49,M33,2,E,8,Matt,FALSE,150,Low
1,1,2,2,50,M2,2,E,9,Matt,FALSE,150,Low
1,1,2,2,51,K27,2,E,10,Matt,FALSE,150,Low
1,1,2,2,52,K100,2,F,1,Matt,FALSE,150,Low
1,1,2,2,53,K15,2,F,2,Matt,FALSE,150,Low
1,1,2,2,54,K56,2,F,3,Matt,FALSE,150,Low
1,1,2,2,55,K6,2,F,4,Matt,FALSE,150,Low
1,1,2,2,56,K83,2,F,5,Matt,FALSE,150,Low
1,1,2,2,57,K26,2,F,6,Matt,FALSE,150,Low
1,1,2,2,58,M114,2,F,7,Matt,FALSE,150,Low
1,1,2,2,59,K30,2,F,8,Matt,FALSE,150,Low
1,1,2,2,60,M207,2,F,9,Matt,FALSE,150,Low
1,1,2,2,61,Ma+2.3,2,F,10,Matt,FALSE,150,Low
1,1,2,2,62,M204,2,G,1,Matt,FALSE,150,Low
1,1,2,2,63,M166,2,G,2,Matt,FALSE,150,Low
1,1,2,2,64,K23,2,G,3,Matt,FALSE,150,Low
1,1,2,2,65,M22,2,G,4,Matt,FALSE,150,Low
1,1,2,2,66,M190,2,G,5,Matt,FALSE,150,Low
1,1,2,2,67,M53,2,G,6,Matt,FALSE,150,Low
1,1,2,2,68,K69,2,G,7,Matt,FALSE,150,Low
1,1,2,2,69,Malpha-2.2,2,G,8,Matt,FALSE,150,Low
1,1,2,2,70,M134,2,G,9,Matt,FALSE,150,Low
1,1,2,2,71,K45,2,G,10,Matt,FALSE,150,Low
1,1,2,2,72,K62,2,H,1,Matt,FALSE,150,Low
1,1,2,2,73,K67,2,H,2,Matt,FALSE,150,Low
1,1,2,2,74,K113,2,H,3,Matt,FALSE,150,Low
1,1,2,2,75,M149,2,H,4,Matt,FALSE,150,Low
1,1,2,2,76,Malpha-3.3,2,H,5,Matt,FALSE,150,Low
1,1,2,2,77,M10,2,H,6,Matt,FALSE,150,Low
1,1,2,2,78,M161,2,H,7,Matt,FALSE,150,Low
1,1,2,2,79,K114,2,H,8,Matt,FALSE,150,Low
1,1,2,2,80,K106,2,H,9,Matt,FALSE,150,Low
1,1,2,2,81,K126,2,H,10,Matt,FALSE,150,Low
1,1,2,2,82,K77,2,I,1,Matt,FALSE,150,Low
1,1,2,2,83,K51,2,I,2,Matt,FALSE,150,Low
1,1,2,2,84,K133,2,I,3,Matt,FALSE,150,Low
1,1,2,2,85,M126,2,I,4,Matt,FALSE,150,Low
1,1,2,2,86,M25,2,I,5,Matt,FALSE,150,Low
1,1,2,2,87,K3,2,I,6,Matt,FALSE,150,Low
1,1,2,2,88,K134,2,I,7,Matt,FALSE,150,Low
1,1,2,2,89,K2,2,I,8,Matt,FALSE,150,Low
1,1,2,2,90,K102,2,I,9,Matt,FALSE,150,Low
1,1,2,2,91,M178,2,I,10,Matt,FALSE,150,Low
1,1,2,2,92,K4,2,J,1,Matt,FALSE,150,Low
1,1,2,2,93,K49,2,J,2,Matt,FALSE,150,Low
1,1,2,2,94,Malpha-1.1,2,J,3,Matt,FALSE,150,Low
1,1,2,2,95,K119,2,J,4,Matt,FALSE,150,Low
1,1,2,2,96,K109,2,J,5,Matt,FALSE,150,Low
1,1,2,2,97,Malpha-2.1,2,J,6,Matt,FALSE,150,Low
1,1,2,2,98,K37,2,J,7,Matt,FALSE,150,Low
1,1,2,2,99,K118,2,J,8,Matt,FALSE,150,Low
1,1,2,2,100,K123,2,J,9,Matt,FALSE,150,Low
1,2,1,3,1,Malpha-3.2,2,J,10,Matt,FALSE,150,Low
1,2,1,3,2,K129,3,A,1,Matt,FALSE,150,Low
1,2,1,3,3,K73,3,A,2,Matt,FALSE,150,Low
1,2,1,3,4,Malpha-1.3,3,A,3,Matt,FALSE,150,Low
1,2,1,3,5,M185,3,A,4,Matt,FALSE,150,Low
1,2,1,3,6,M61,3,A,5,Matt,FALSE,150,Low
1,2,1,3,7,K39,3,A,6,Matt,FALSE,150,Low
1,2,1,3,8,K84,3,A,7,Matt,FALSE,150,Low
1,2,1,3,9,Ma+3.3,3,B,1,Matt,FALSE,150,Low
1,2,1,3,10,K91,3,B,2,Matt,FALSE,150,Low
1,2,1,3,11,M212,3,B,3,Matt,FALSE,150,Low
1,2,1,3,12,K86,3,B,4,Matt,FALSE,150,Low
1,2,1,3,13,M69,3,B,5,Matt,FALSE,150,Low
1,2,1,3,14,Malpha+3.2,3,B,6,Matt,FALSE,150,Low
1,2,1,3,15,M46,3,B,7,Matt,FALSE,150,Low
1,2,1,3,16,K29,3,C,1,Matt,FALSE,150,Low
1,2,1,3,17,M182,3,C,2,Matt,FALSE,150,Low
1,2,1,3,18,M37,3,C,3,Matt,FALSE,150,Low
1,2,1,3,19,K58,3,C,4,Matt,FALSE,150,Low
1,2,1,3,20,Ma-1.1,3,C,5,Matt,FALSE,150,Low
1,2,1,3,21,K72,3,C,6,Matt,FALSE,150,Low
1,2,1,3,22,M203,3,C,7,Matt,FALSE,150,Low
1,2,1,3,23,M125,3,D,1,Matt,FALSE,150,Low
1,2,1,3,24,K9,3,D,2,Matt,FALSE,150,Low
1,2,1,3,25,M142,3,D,3,Matt,FALSE,150,Low
1,2,1,3,26,M198,3,D,4,Matt,FALSE,150,Low
1,2,1,3,27,K130,3,D,5,Matt,FALSE,150,Low
1,2,1,3,28,Ma+3.1,3,D,6,Matt,FALSE,150,Low
1,2,1,3,29,Malpha+1.2,3,D,7,Matt,FALSE,150,Low
1,2,1,3,30,K105,3,E,1,Matt,FALSE,150,Low
1,2,1,3,31,M101,3,E,2,Matt,FALSE,150,Low
1,2,1,3,32,K28,3,E,3,Matt,FALSE,150,Low
1,2,1,3,33,M205,3,E,4,Matt,FALSE,150,Low
1,2,1,3,34,K94,3,E,5,Matt,FALSE,150,Low
1,2,1,3,35,Ma-2.3,3,E,6,Matt,FALSE,150,Low
1,2,1,3,36,K38,3,F,1,Matt,FALSE,150,Low
1,2,1,3,37,M70,3,F,2,Matt,FALSE,150,Low
1,2,1,3,38,K32,3,F,3,Matt,FALSE,150,Low
1,2,1,3,39,K64,3,F,4,Matt,FALSE,150,Low
1,2,1,3,40,K112,3,F,5,Matt,FALSE,150,Low
1,2,1,3,41,M41,3,F,6,Matt,FALSE,150,Low
1,2,1,3,42,M77,3,G,1,Matt,FALSE,150,Low
1,2,1,3,43,K33,3,G,2,Matt,FALSE,150,Low
1,2,1,3,44,K34,3,G,3,Matt,FALSE,150,Low
1,2,1,3,45,M81,3,G,4,Matt,FALSE,150,Low
1,2,1,3,46,M30,3,G,5,Matt,FALSE,150,Low
1,2,1,3,47,K115,3,G,6,Matt,FALSE,150,Low
1,2,1,3,48,K128,3,H,1,Matt,FALSE,150,Low
1,2,1,3,49,K42,3,H,2,Matt,FALSE,150,Low
1,2,1,3,50,M154,3,H,3,Matt,FALSE,150,Low
1,2,1,3,51,K92,3,H,4,Matt,FALSE,150,Low
1,2,1,3,52,K20,3,H,5,Matt,FALSE,150,Low
1,2,1,3,53,Ma+2.2,3,H,6,Matt,FALSE,150,Low
1,2,1,3,54,K19,3,I,1,Matt,FALSE,150,Low
1,2,1,3,55,M13,3,I,2,Matt,FALSE,150,Low
1,2,1,3,56,K90,3,I,3,Matt,FALSE,150,Low
1,2,1,3,57,K121,3,I,4,Matt,FALSE,150,Low
1,2,1,3,58,K131,3,I,5,Matt,FALSE,150,Low
1,2,1,3,59,M129,3,I,6,Matt,FALSE,150,Low
1,2,1,3,60,M141,3,J,1,Matt,FALSE,150,Low
1,2,1,3,61,M181,3,J,2,Matt,FALSE,150,Low
1,2,1,3,62,K63,3,J,3,Matt,FALSE,150,Low
1,2,1,3,63,Ma+1.3,3,J,4,Matt,FALSE,150,Low
1,2,1,3,64,K59,3,J,5,Matt,FALSE,150,Low
1,2,1,3,65,M6,3,J,6,Matt,FALSE,150,Low
1,2,1,3,66,blank,n,n,n,Matt,FALSE,150,Low
1,2,1,3,67,blank,n,n,n,Matt,FALSE,150,Low
1,2,1,3,68,M38,1,A,1,Linnea,FALSE,150,Low
1,2,1,3,69,M50,1,A,2,Linnea,FALSE,150,Low
1,2,1,3,70,M26,1,A,3,Linnea,FALSE,150,Low
1,2,1,3,71,Ma+2.1,1,A,4,Linnea,FALSE,150,Low
1,2,1,3,72,K40,1,A,5,Linnea,FALSE,150,Low
1,2,1,3,73,M21,1,A,6,Linnea,FALSE,150,Low
1,2,1,3,74,K14,1,A,7,Linnea,FALSE,150,Low
1,2,1,3,75,M17,1,A,8,Linnea,FALSE,150,Low
1,2,1,3,76,K101,1,A,9,Linnea,FALSE,150,Low
1,2,1,3,77,K127,1,A,10,Linnea,FALSE,150,Low
1,2,1,3,78,K5,1,B,1,Linnea,FALSE,150,Low
1,2,1,3,79,K98,1,B,2,Linnea,FALSE,150,Low
1,2,1,3,80,K57,1,B,3,Linnea,FALSE,150,Low
1,2,1,3,81,K111,1,B,4,Linnea,FALSE,150,Low
1,2,1,3,82,K97,1,B,5,Linnea,FALSE,150,Low
1,2,1,3,83,K16,1,B,6,Linnea,FALSE,150,Low
1,2,1,3,84,K66,1,B,7,Linnea,FALSE,150,Low
1,2,1,3,85,K60,1,B,8,Linnea,FALSE,150,Low
1,2,1,3,86,K104,1,B,9,Linnea,FALSE,150,Low
1,2,1,3,87,K76,1,B,10,Linnea,FALSE,150,Low
1,2,1,3,88,Malpha-3.1,1,C,1,Linnea,FALSE,150,Low
1,2,1,3,89,K116,1,C,2,Linnea,FALSE,150,Low
1,2,1,3,90,K74,1,C,3,Linnea,FALSE,150,Low
1,2,1,3,91,Ma-1.2,1,C,4,Linnea,FALSE,150,Low
1,2,1,3,92,M73,1,C,5,Linnea,FALSE,150,Low
1,2,1,3,93,M118,1,C,6,Linnea,FALSE,150,Low
1,2,1,3,94,Malpha-1.2,1,C,7,Linnea,FALSE,150,Low
1,2,1,3,95,K95,1,C,8,Linnea,FALSE,150,Low
1,2,1,3,96,M169,1,C,9,Linnea,FALSE,150,Low
1,2,1,3,97,M211,1,C,10,Linnea,FALSE,150,Low
1,2,1,3,98,K65,1,D,1,Linnea,FALSE,150,Low
1,2,1,3,99,K81,1,D,2,Linnea,FALSE,150,Low
1,2,1,3,100,M197,1,D,3,Linnea,FALSE,150,Low
1,2,2,4,1,M193,1,D,4,Linnea,FALSE,150,Low
1,2,2,4,2,M49,1,D,5,Linnea,FALSE,150,Low
1,2,2,4,3,K31,1,D,6,Linnea,FALSE,150,Low
1,2,2,4,4,K88,1,D,7,Linnea,FALSE,150,Low
1,2,2,4,5,K55,1,D,8,Linnea,FALSE,150,Low
1,2,2,4,6,K135,1,D,9,Linnea,FALSE,150,Low
1,2,2,4,7,K82,1,D,10,Linnea,FALSE,150,Low
1,2,2,4,8,M78,1,E,1,Linnea,FALSE,150,Low
1,2,2,4,9,M109,1,E,2,Linnea,FALSE,150,Low
1,2,2,4,10,Ma-2.1,1,E,3,Linnea,FALSE,150,Low
1,2,2,4,11,K44,1,E,4,Linnea,FALSE,150,Low
1,2,2,4,12,M174,1,E,5,Linnea,FALSE,150,Low
1,2,2,4,13,K17,1,E,6,Linnea,FALSE,150,Low
1,2,2,4,14,K18,1,E,7,Linnea,FALSE,150,Low
1,2,2,4,15,K110,1,E,8,Linnea,FALSE,150,Low
1,2,2,4,16,M157,1,E,9,Linnea,FALSE,150,Low
1,2,2,4,17,K71,1,E,10,Linnea,FALSE,150,Low
1,2,2,4,18,M85,1,F,1,Linnea,FALSE,150,Low
1,2,2,4,19,M145,1,F,2,Linnea,FALSE,150,Low
1,2,2,4,20,K75,1,F,3,Linnea,FALSE,150,Low
1,2,2,4,21,K47,1,F,4,Linnea,FALSE,150,Low
1,2,2,4,22,K24,1,F,5,Linnea,FALSE,150,Low
1,2,2,4,23,K96,1,F,6,Linnea,FALSE,150,Low
1,2,2,4,24,M214,1,F,7,Linnea,FALSE,150,Low
1,2,2,4,25,M206,1,F,8,Linnea,FALSE,150,Low
1,2,2,4,26,M133,1,F,9,Linnea,FALSE,150,Low
1,2,2,4,27,M210,1,F,10,Linnea,FALSE,150,Low
1,2,2,4,28,K89,1,G,1,Linnea,FALSE,150,Low
1,2,2,4,29,M173,1,G,2,Linnea,FALSE,150,Low
1,2,2,4,30,M220,1,G,3,Linnea,FALSE,150,Low
1,2,2,4,31,M5,1,G,4,Linnea,FALSE,150,Low
1,2,2,4,32,M89,1,G,5,Linnea,FALSE,150,Low
1,2,2,4,33,M14,1,G,6,Linnea,FALSE,150,Low
1,2,2,4,34,M93,1,G,7,Linnea,FALSE,150,Low
1,2,2,4,35,M208,1,G,8,Linnea,FALSE,150,Low
1,2,2,4,36,M150,1,G,9,Linnea,FALSE,150,Low
1,2,2,4,37,M1,1,G,10,Linnea,FALSE,150,Low
1,2,2,4,38,M202,1,H,1,Linnea,FALSE,150,Low
1,2,2,4,39,K68,1,H,2,Linnea,FALSE,150,Low
1,2,2,4,40,M65,1,H,3,Linnea,FALSE,150,Low
1,2,2,4,41,K8,1,H,4,Linnea,FALSE,150,Low
1,2,2,4,42,M177,1,H,5,Linnea,FALSE,150,Low
1,2,2,4,43,K79,1,H,6,Linnea,FALSE,150,Low
1,2,2,4,44,Ma-3.1,1,H,7,Linnea,FALSE,150,Low
1,2,2,4,45,M117,1,H,8,Linnea,FALSE,150,Low
1,2,2,4,46,Ma-1.3,1,H,9,Linnea,FALSE,150,Low
1,2,2,4,47,M62,1,H,10,Linnea,FALSE,150,Low
1,2,2,4,48,K107,1,I,1,Linnea,FALSE,150,Low
1,2,2,4,49,K54,1,I,2,Linnea,FALSE,150,Low
1,2,2,4,50,M57,1,I,3,Linnea,FALSE,150,Low
1,2,2,4,51,M186,1,I,4,Linnea,FALSE,150,Low
1,2,2,4,52,K43,1,I,5,Linnea,FALSE,150,Low
1,2,2,4,53,M121,1,I,6,Linnea,FALSE,150,Low
1,2,2,4,54,Malpha+3.1,1,I,7,Linnea,FALSE,150,Low
1,2,2,4,55,Malpha+2.2,1,I,8,Linnea,FALSE,150,Low
1,2,2,4,56,K87,1,I,9,Linnea,FALSE,150,Low
1,2,2,4,57,K22,1,I,10,Linnea,FALSE,150,Low
1,2,2,4,58,M165,1,J,1,Linnea,FALSE,150,Low
1,2,2,4,59,K61,1,J,2,Linnea,FALSE,150,Low
1,2,2,4,60,K12,1,J,3,Linnea,FALSE,150,Low
1,2,2,4,61,K136,1,J,4,Linnea,FALSE,150,Low
1,2,2,4,62,K108,1,J,5,Linnea,FALSE,150,Low
1,2,2,4,63,K50,1,J,6,Linnea,FALSE,150,Low
1,2,2,4,64,M105,1,J,7,Linnea,FALSE,150,Low
1,2,2,4,65,Malpha+2.3,1,J,8,Linnea,FALSE,150,Low
1,2,2,4,66,Ma+1.1,1,J,9,Linnea,FALSE,150,Low
1,2,2,4,67,M113,1,J,10,Linnea,FALSE,150,Low
1,2,2,4,68,K80,2,A,1,Matt,FALSE,150,Low
1,2,2,4,69,M218,2,A,2,Matt,FALSE,150,Low
1,2,2,4,70,K120,2,A,3,Matt,FALSE,150,Low
1,2,2,4,71,K11,2,A,4,Matt,FALSE,150,Low
1,2,2,4,72,M216,2,A,5,Matt,FALSE,150,Low
1,2,2,4,73,M209,2,A,6,Matt,FALSE,150,Low
1,2,2,4,74,K7,2,A,7,Matt,FALSE,150,Low
1,2,2,4,75,M94,2,A,8,Matt,FALSE,150,Low
1,2,2,4,76,M97,2,A,9,Matt,FALSE,150,Low
1,2,2,4,77,M102,2,A,10,Matt,FALSE,150,Low
1,2,2,4,78,M45,2,B,1,Matt,FALSE,150,Low
1,2,2,4,79,K46,2,B,2,Matt,FALSE,150,Low
1,2,2,4,80,M213,2,B,3,Matt,FALSE,150,Low
1,2,2,4,81,K103,2,B,4,Matt,FALSE,150,Low
1,2,2,4,82,K117,2,B,5,Matt,FALSE,150,Low
1,2,2,4,83,K25,2,B,6,Matt,FALSE,150,Low
1,2,2,4,84,K85,2,B,7,Matt,FALSE,150,Low
1,2,2,4,85,M106,2,B,8,Matt,FALSE,150,Low
1,2,2,4,86,K10,2,B,9,Matt,FALSE,150,Low
1,2,2,4,87,Malpha+1.1,2,B,10,Matt,FALSE,150,Low
1,2,2,4,88,Ma-2.2,2,C,1,Matt,FALSE,150,Low
1,2,2,4,89,K41,2,C,2,Matt,FALSE,150,Low
1,2,2,4,90,K48,2,C,3,Matt,FALSE,150,Low
1,2,2,4,91,K36,2,C,4,Matt,FALSE,150,Low
1,2,2,4,92,K78,2,C,5,Matt,FALSE,150,Low
1,2,2,4,93,K99,2,C,6,Matt,FALSE,150,Low
1,2,2,4,94,M158,2,C,7,Matt,FALSE,150,Low
1,2,2,4,95,M215,2,C,8,Matt,FALSE,150,Low
1,2,2,4,96,K1,2,C,9,Matt,FALSE,150,Low
1,2,2,4,97,Malpha+2.1,2,C,10,Matt,FALSE,150,Low
1,2,2,4,98,K93,2,D,1,Matt,FALSE,150,Low
1,2,2,4,99,M130,2,D,2,Matt,FALSE,150,Low
1,2,2,4,100,K125,2,D,3,Matt,FALSE,150,Low
2,1,1,1,1,Ma+1.2,2,D,4,Linnea,FALSE,300,Low
2,1,1,1,2,K122,2,D,5,Linnea,FALSE,300,Low
2,1,1,1,3,M219,2,D,6,Linnea,FALSE,300,Low
2,1,1,1,4,K124,2,D,7,Linnea,FALSE,300,Low
2,1,1,1,5,K70,2,D,8,Linnea,FALSE,300,Low
2,1,1,1,6,M86,2,D,9,Linnea,FALSE,300,Low
2,1,1,1,7,M137,2,D,10,Linnea,FALSE,300,Low
2,1,1,1,8,K35,2,E,1,Linnea,FALSE,300,Low
