"Line.ID","dataset","machine","day","plate","initOD","finalOD","maxSlope","OD_maxSlope","time_maxSlope","finalTime","mateA","mateB","genotype","ploidy","RDH","petite","MA","KO","plasmidTransformed"
"136","Sep2019",2,2,2,0.217166666666667,1.404,0.328488730688692,0.661,9,23,"136",NA,"haploid","haploid","wt",FALSE,FALSE,TRUE,FALSE
"134x48","Sep2019",2,2,2,0.2085,1.14866666666667,0.273998609306991,0.516,9,24,"134",48,"heterozygote","diploid","del",FALSE,FALSE,TRUE,TRUE
"48x48","Sep2019",2,2,2,0.2105,1.14866666666667,0.249472971308728,0.555,11.5,24,"48",48,"homozygote","diploid","del",TRUE,FALSE,TRUE,TRUE
"75","Sep2019",1,2,1,0.222166666666667,1.17133333333333,0.261857312566782,0.613,9,24,"75",NA,"haploid","haploid","wt",FALSE,TRUE,TRUE,FALSE
"121","Sep2019",2,2,2,0.219666666666667,1.21533333333333,0.282778115401339,0.578,8.5,24,"121",NA,"haploid","haploid","wt",FALSE,TRUE,TRUE,FALSE
"36x36","Sep2019",2,2,2,0.209,1.183,0.270201899221778,0.562,11.5,24,"36",36,"homozygote","diploid","wt",TRUE,TRUE,TRUE,TRUE
"90","Sep2019",2,2,2,0.218666666666667,1.225,0.311365640992545,0.558,8.5,24,"90",NA,"haploid","haploid","del",FALSE,TRUE,TRUE,FALSE
"36x67","Sep2019",1,2,1,0.203833333333333,1.121,0.225762744493485,0.523,11.5,24,"36",67,"heterozygote","diploid","wt",TRUE,TRUE,TRUE,TRUE
"60x60","Sep2019",1,2,1,0.205166666666667,1.10866666666667,0.264054566428973,0.48,9,24,"60",60,"homozygote","diploid","del",FALSE,TRUE,TRUE,TRUE
"88","Sep2019",1,2,1,0.2125,0.754166666666667,0.289214806820093,0.557,8.5,24,"88",NA,"haploid","haploid","wt",FALSE,TRUE,TRUE,FALSE
"56x56","Sep2019",2,2,2,0.210333333333333,1.16866666666667,0.275513482944634,0.644,12,24,"56",56,"homozygote","diploid","wt",TRUE,TRUE,TRUE,TRUE
"51x51","Sep2019",1,2,2,0.206333333333333,1.11083333333333,0.24324670314102,0.498,10.5,24,"51",51,"homozygote","diploid","wt",FALSE,TRUE,TRUE,TRUE
"100x95","Sep2019",2,2,1,0.210833333333333,1.12933333333333,0.251552000540833,0.533,10.5,24,"100",95,"heterozygote","diploid","del",FALSE,TRUE,TRUE,TRUE
"23x67","Sep2019",1,2,1,0.206166666666667,1.15766666666667,0.264608317174231,0.578,11.5,24,"23",67,"heterozygote","diploid","wt",TRUE,FALSE,TRUE,TRUE
"136x92","Sep2019",2,2,1,0.2055,1.096,0.249125744739009,0.699,13.5,24,"136",92,"heterozygote","diploid","wt",TRUE,FALSE,TRUE,TRUE
"61","Sep2019",2,2,2,0.2215,1.245,0.308182071734331,0.574,8.5,24,"61",NA,"haploid","haploid","del",FALSE,TRUE,TRUE,FALSE
"72x95","Sep2019",1,2,2,0.199666666666667,1.07,0.207459926798714,0.523,13.5,24,"72",95,"heterozygote","diploid","del",FALSE,FALSE,TRUE,TRUE
"1x67","Sep2019",1,2,2,0.209,1.523,0.222117091347451,0.548,12,24,"1",67,"heterozygote","diploid","wt",TRUE,TRUE,TRUE,TRUE
"108","Sep2019",2,2,1,0.215666666666667,1.02716666666667,0.279611788606138,0.658,10,23,"108",NA,"haploid","haploid","wt",FALSE,TRUE,TRUE,FALSE
"74x48","Sep2019",2,2,2,0.208333333333333,1.16716666666667,0.264540425026771,0.715,13,23.75,"74",48,"heterozygote","diploid","del",TRUE,TRUE,TRUE,TRUE
"110","Sep2019",1,2,1,0.226333333333333,1.22766666666667,0.267240442064498,0.617,8.5,24,"110",NA,"haploid","haploid","wt",FALSE,TRUE,TRUE,FALSE
"78x78","Sep2019",2,2,2,0.21,1.13333333333333,0.280151553885832,0.662,10,24,"78",78,"homozygote","diploid","wt",FALSE,TRUE,TRUE,TRUE
"34x95","Sep2019",1,2,1,0.211166666666667,1.168,0.192819535685396,0.624,11.5,24,"34",95,"heterozygote","diploid","del",FALSE,TRUE,TRUE,TRUE
"20x20","Sep2019",2,2,1,0.218,1.166,0.256128685144352,0.524,11.5,24,"20",20,"homozygote","diploid","wt",TRUE,FALSE,TRUE,TRUE
"55x55","Sep2019",1,2,2,0.208166666666667,1.45183333333333,0.22080968593019,0.528,11.5,24,"55",55,"homozygote","diploid","wt",TRUE,TRUE,TRUE,TRUE
"117x134","Sep2019",1,2,2,0.2035,1.122,0.272193098826978,0.506,9,24,"117",134,"heterozygote","diploid","del",FALSE,FALSE,TRUE,TRUE
"43","Sep2019",1,2,2,0.22,1.22033333333333,0.270222337445114,0.597,8.5,24,"43",NA,"haploid","haploid","wt",FALSE,FALSE,TRUE,FALSE
"85x85","Sep2019",2,2,1,0.211166666666667,1.16733333333333,0.263961004082214,0.618,12,24,"85",85,"homozygote","diploid","wt",TRUE,TRUE,TRUE,TRUE
"86x86","Sep2019",2,2,1,0.205833333333333,1.13633333333333,0.276141450844536,0.637,13,24,"86",86,"homozygote","diploid","del",TRUE,TRUE,TRUE,TRUE
"134","Sep2019",1,2,1,0.218333333333333,1.21133333333333,0.269597537067012,0.578,8.5,24,"134",NA,"haploid","haploid","del",FALSE,FALSE,TRUE,FALSE
"35","Sep2019",2,2,2,0.223666666666667,1.50383333333333,0.301672475161441,0.629,9,23.25,"35",NA,"haploid","haploid","del",FALSE,TRUE,TRUE,FALSE
"105","Sep2019",1,2,1,0.215166666666667,1.43066666666667,0.275440320657294,0.578,8.5,23.75,"105",NA,"haploid","haploid","wt",FALSE,TRUE,TRUE,FALSE
"42x42","Sep2019",2,2,1,0.206333333333333,1.2585,0.220955707364023,0.802,13.5,23.25,"42",42,"homozygote","diploid","wt",TRUE,TRUE,TRUE,TRUE
"104x104","Sep2019",1,2,2,0.197333333333333,1.15,0.274088541951656,0.603,10,24,"104",104,"homozygote","diploid","wt",FALSE,TRUE,TRUE,TRUE
"131","Sep2019",1,2,2,0.2165,1.522,0.271061619905311,0.563,8.5,24,"131",NA,"haploid","haploid","del",FALSE,TRUE,TRUE,FALSE
"119x119","Sep2019",2,2,1,0.2105,1.139,0.298339235377254,0.479,9,24,"119",119,"homozygote","diploid","wt",FALSE,FALSE,TRUE,TRUE
"28x28","Sep2019",1,2,1,0.2005,1.13066666666667,0.246078604043687,0.505,12,24,"28",28,"homozygote","diploid","wt",TRUE,TRUE,TRUE,TRUE
"111x92","Sep2019",1,2,2,0.211833333333333,1.16333333333333,0.214958318936476,0.642,11.5,24,"111",92,"heterozygote","diploid","wt",TRUE,TRUE,TRUE,TRUE
"4x134","Sep2019",1,2,1,0.206833333333333,1.13033333333333,0.266972029588919,0.523,9,24,"4",134,"heterozygote","diploid","del",FALSE,TRUE,TRUE,TRUE
"6x95","Sep2019",1,2,1,0.209,1.141,0.222056221343969,0.57,11.5,24,"6",95,"heterozygote","diploid","del",FALSE,TRUE,TRUE,TRUE
"49x49","Sep2019",1,2,2,0.2025,1.088,0.254630039953074,0.557,10,24,"49",49,"homozygote","diploid","del",FALSE,TRUE,TRUE,TRUE
"18x92","Sep2019",1,2,1,0.1915,1.05566666666667,0.274176206987997,0.491,10.5,24,"18",92,"heterozygote","diploid","wt",FALSE,TRUE,TRUE,TRUE
"95","Sep2019",1,2,2,0.216333333333333,1.21866666666667,0.264507732405939,0.6,9,24,"95",NA,"haploid","haploid","del",FALSE,FALSE,TRUE,FALSE
"112x136","Sep2019",1,2,2,0.206,1.11666666666667,0.230736680351118,0.57,11.5,19,"112",136,"heterozygote","diploid","wt",TRUE,TRUE,TRUE,TRUE
"60","Sep2019",2,2,1,0.2215,1.25333333333333,0.305941188760706,0.593,9,24,"60",NA,"haploid","haploid","del",FALSE,TRUE,TRUE,FALSE
"31x31","Sep2019",2,2,2,0.21,1.16733333333333,0.261203315038427,0.673,13,24,"31",31,"homozygote","diploid","del",TRUE,TRUE,TRUE,TRUE
"4x4","Sep2019",1,2,1,0.202166666666667,1.102,0.262040793086449,0.51,10,24,"4",4,"homozygote","diploid","del",FALSE,TRUE,TRUE,TRUE
"97","Sep2019",2,2,2,0.223166666666667,1.343,0.307158349555081,0.569,8.5,24,"97",NA,"haploid","haploid","wt",FALSE,TRUE,TRUE,FALSE
"19x92","Sep2019",2,2,2,0.207166666666667,1.15366666666667,0.236355633242979,0.518,11.5,24,"19",92,"heterozygote","diploid","wt",TRUE,FALSE,TRUE,TRUE
"8x8","Sep2019",1,2,1,0.204,1.13833333333333,0.25975997306471,0.583,12,24,"8",8,"homozygote","diploid","wt",TRUE,TRUE,TRUE,TRUE
"81","Sep2019",2,2,2,0.215333333333333,1.23866666666667,0.327769624275387,0.63,9,24,"81",NA,"haploid","haploid","wt",FALSE,TRUE,TRUE,FALSE
"96x95","Sep2019",2,2,1,0.209333333333333,1.124,0.251968452669171,0.537,12,24,"96",95,"heterozygote","diploid","del",TRUE,FALSE,TRUE,TRUE
"124","Sep2019",1,2,1,0.224666666666667,1.22816666666667,0.273314135318392,0.64,8.5,24,"124",NA,"haploid","haploid","wt",FALSE,TRUE,TRUE,FALSE
"44","Sep2019",1,2,2,0.216833333333333,1.221,0.269752829312742,0.562,8.5,24,"44",NA,"haploid","haploid","wt",FALSE,FALSE,TRUE,FALSE
"78x92","Sep2019",1,2,1,0.2195,1.12933333333333,0.210539804912369,0.613,12,24,"78",92,"heterozygote","diploid","wt",TRUE,TRUE,TRUE,TRUE
"91","Sep2019",1,2,1,0.195166666666667,0.858833333333333,0.278920396745708,0.538,10.5,24,"91",NA,"haploid","haploid","wt",FALSE,FALSE,TRUE,FALSE
"16x134","Sep2019",1,2,1,0.204333333333333,1.1225,0.211274426192842,0.544,12,24,"16",134,"heterozygote","diploid","del",TRUE,TRUE,TRUE,TRUE
"95x134","Sep2019",2,2,1,0.204333333333333,1.051,0.289979486622904,0.572,12,24,"95",134,"heterozygote","diploid","del",FALSE,FALSE,TRUE,TRUE
"98x92","Sep2019",1,2,1,0.201333333333333,1.05433333333333,0.224974160450975,0.572,12.5,24,"98",92,"heterozygote","diploid","wt",TRUE,TRUE,TRUE,TRUE
"116x48","Sep2019",1,2,2,0.2145,1.137,0.202478731436972,0.566,11.5,24,"116",48,"heterozygote","diploid","del",TRUE,FALSE,TRUE,TRUE
"66x136","Sep2019",2,2,2,0.211166666666667,1.11416666666667,0.263172103592835,0.574,11.5,21,"66",136,"heterozygote","diploid","wt",FALSE,TRUE,TRUE,TRUE
"95x95","Sep2019",2,2,1,0.217,1.15833333333333,0.209435339443287,0.537,10.5,24,"95",95,"homozygote","diploid","del",FALSE,FALSE,TRUE,TRUE
"112","Sep2019",2,2,2,0.223166666666667,1.45533333333333,0.300101412165077,0.592,9,23.75,"112",NA,"haploid","haploid","wt",FALSE,TRUE,TRUE,FALSE
"86","Sep2019",1,2,2,0.219666666666667,1.53933333333333,0.271138039176222,0.589,8.5,24,"86",NA,"haploid","haploid","del",FALSE,TRUE,TRUE,FALSE
"125x67","Sep2019",2,2,2,0.211166666666667,1.1195,0.251016844016183,0.724,13,19.5,"125",67,"heterozygote","diploid","wt",TRUE,TRUE,TRUE,TRUE
"87x87","Sep2019",1,2,1,0.199166666666667,1.10666666666667,0.250851346539349,0.652,13,24,"87",87,"homozygote","diploid","del",TRUE,TRUE,TRUE,TRUE
"24x95","Sep2019",1,2,1,0.198666666666667,1.1115,0.272695485414864,0.522,9.5,24,"24",95,"heterozygote","diploid","del",FALSE,FALSE,TRUE,TRUE
"62x62","Sep2019",1,2,2,0.210666666666667,1.14166666666667,0.225230055478365,0.545,10.5,24,"62",62,"homozygote","diploid","wt",TRUE,TRUE,TRUE,TRUE
"63x63","Sep2019",2,2,1,0.207666666666667,1.09233333333333,0.248419926174304,0.567,12.5,24,"63",63,"homozygote","diploid","del",TRUE,TRUE,TRUE,TRUE
"36","Sep2019",2,2,2,0.221166666666667,1.2345,0.296631046470264,0.54,10,24,"36",NA,"haploid","haploid","wt",FALSE,TRUE,TRUE,FALSE
"6x6","Sep2019",2,2,2,0.206833333333333,1.15033333333333,0.207868000484668,0.52,12,24,"6",6,"homozygote","diploid","del",TRUE,TRUE,TRUE,TRUE
"76x134","Sep2019",2,2,1,0.208333333333333,1.11166666666667,0.304528266503734,0.617,10,24,"76",134,"heterozygote","diploid","del",FALSE,TRUE,TRUE,TRUE
"57x57","Sep2019",1,2,1,0.1925,1.132,0.23916974871141,0.507,13,24,"57",57,"homozygote","diploid","del",TRUE,TRUE,TRUE,TRUE
"118x118","Sep2019",1,2,1,0.193666666666667,1.08,0.238327277674033,0.503,13.5,24,"118",118,"homozygote","diploid","wt",TRUE,FALSE,TRUE,TRUE
"72","Sep2019",2,2,1,0.2275,1.221,0.266761876765997,0.554,8.5,24,"72",NA,"haploid","haploid","del",FALSE,FALSE,TRUE,FALSE
"85x92","Sep2019",2,2,2,0.209333333333333,1.47716666666667,0.248476780839724,0.631,12.5,23.5,"85",92,"heterozygote","diploid","wt",FALSE,TRUE,TRUE,TRUE
"25x25","Sep2019",2,2,1,0.205666666666667,1.08166666666667,0.244445691177653,0.623,13,24,"25",25,"homozygote","diploid","del",TRUE,TRUE,TRUE,TRUE
"59x59","Sep2019",1,2,2,0.2055,1.07,0.230061619177491,0.544,11,24,"59",59,"homozygote","diploid","wt",FALSE,TRUE,TRUE,TRUE
"93x93","Sep2019",2,2,2,0.214333333333333,1.21066666666667,0.269044686362907,0.518,8.5,24,"93",93,"homozygote","diploid","wt",FALSE,FALSE,TRUE,TRUE
"9x9","Sep2019",1,2,2,0.197666666666667,0.990333333333333,0.272908023607465,0.583,10,24,"9",9,"homozygote","diploid","del",FALSE,TRUE,TRUE,TRUE
"37x134","Sep2019",1,2,2,0.206,1.107,0.257629514455182,0.604,10,24,"37",134,"heterozygote","diploid","del",FALSE,TRUE,TRUE,TRUE
"5","Sep2019",1,2,1,0.2175,1.20966666666667,0.273038019199534,0.578,8.5,24,"5",NA,"haploid","haploid","wt",FALSE,TRUE,TRUE,FALSE
"109","Sep2019",1,2,2,0.2195,1.17533333333333,0.251020824276749,0.565,9,24,"109",NA,"haploid","haploid","wt",FALSE,TRUE,TRUE,FALSE
"41x134","Sep2019",2,2,1,0.208,1.16266666666667,0.262303408649078,0.534,12,24,"41",134,"heterozygote","diploid","del",TRUE,TRUE,TRUE,TRUE
"91x91","Sep2019",2,2,2,0.2115,1.248,0.275883378503261,0.745,14.5,23.75,"91",91,"homozygote","diploid","wt",TRUE,FALSE,TRUE,TRUE
"28x67","Sep2019",2,2,2,0.2115,1.39783333333333,0.26932601748797,0.581,12,22.25,"28",67,"heterozygote","diploid","wt",TRUE,TRUE,TRUE,TRUE
"87x95","Sep2019",2,2,2,0.2105,1.10433333333333,0.264046485021208,0.504,9,24,"87",95,"heterozygote","diploid","del",FALSE,TRUE,TRUE,TRUE
"34","Sep2019",1,2,2,0.214666666666667,1.224,0.27641855259164,0.595,8.5,24,"34",NA,"haploid","haploid","del",FALSE,TRUE,TRUE,FALSE
"123","Sep2019",1,2,1,0.213333333333333,0.6815,0.277747344124002,0.584,9,24,"123",NA,"haploid","haploid","wt",FALSE,TRUE,TRUE,FALSE
"63x48","Sep2019",1,2,1,0.218833333333333,1.15166666666667,0.220747078111261,0.585,10.5,24,"63",48,"heterozygote","diploid","del",FALSE,TRUE,TRUE,TRUE
"117","Sep2019",2,2,2,0.2205,1.41083333333333,0.295932679583721,0.53,8.5,24,"117",NA,"haploid","haploid","del",FALSE,FALSE,TRUE,FALSE
"73","Sep2019",2,2,2,0.217666666666667,1.21033333333333,0.286893797230015,0.536,9,24,"73",NA,"haploid","haploid","del",FALSE,TRUE,TRUE,FALSE
"6","Sep2019",1,2,2,0.208333333333333,1.21733333333333,0.273078381468617,0.533,9,24,"6",NA,"haploid","haploid","del",FALSE,TRUE,TRUE,FALSE
"46x48","Sep2019",1,2,2,0.208,1.14766666666667,0.202513975045004,0.609,13,24,"46",48,"heterozygote","diploid","del",TRUE,FALSE,TRUE,TRUE
"92","Sep2019",1,2,1,0.206833333333333,1.36866666666667,0.267181475221978,0.541,9,23.5,"92",NA,"haploid","haploid","wt",FALSE,FALSE,TRUE,FALSE
"25x48","Sep2019",2,2,1,0.201833333333333,1.05966666666667,0.212929469467493,0.463,12,24,"25",48,"heterozygote","diploid","del",TRUE,TRUE,TRUE,TRUE
"127x127","Sep2019",1,2,1,0.2005,1.11633333333333,0.217671788510509,0.511,12,24,"127",127,"homozygote","diploid","wt",TRUE,TRUE,TRUE,TRUE
"128x95","Sep2019",2,2,1,0.204,1.1095,0.267031769163317,0.617,13.5,24,"128",95,"heterozygote","diploid","del",TRUE,TRUE,TRUE,TRUE
"44x44","Sep2019",2,2,1,0.225666666666667,1.3,0.205180892459689,0.595,15,24,"44",44,"homozygote","diploid","wt",TRUE,FALSE,TRUE,TRUE
"15","Sep2019",1,2,1,0.217666666666667,1.21666666666667,0.274218234841417,0.638,8.5,24,"15",NA,"haploid","haploid","wt",FALSE,TRUE,TRUE,FALSE
"2x2","Sep2019",1,2,2,0.203833333333333,1.13933333333333,0.225601670961195,0.549,11.5,24,"2",2,"homozygote","diploid","wt",TRUE,TRUE,TRUE,TRUE
"39","Sep2019",1,2,2,0.211,1.18566666666667,0.256669584569602,0.546,10.5,24,"39",NA,"haploid","haploid","wt",FALSE,TRUE,TRUE,FALSE
"46x46","Sep2019",1,2,1,0.203,1.11283333333333,0.267773137185845,0.489,9,24,"46",46,"homozygote","diploid","del",FALSE,FALSE,TRUE,TRUE
"3x3","Sep2019",2,2,2,0.209333333333333,1.14166666666667,0.26110580840788,0.544,10,24,"3",3,"homozygote","diploid","del",FALSE,TRUE,TRUE,TRUE
"27","Sep2019",2,2,2,0.221333333333333,1.45066666666667,0.319200372983497,0.588,8.5,23,"27",NA,"haploid","haploid","wt",FALSE,TRUE,TRUE,FALSE
"90x48","Sep2019",1,2,2,0.203666666666667,1.156,0.265038522634375,0.489,9,24,"90",48,"heterozygote","diploid","del",FALSE,TRUE,TRUE,TRUE
"96x96","Sep2019",2,2,2,0.209666666666667,1.356,0.28043392711341,0.582,12,23.5,"96",96,"homozygote","diploid","del",TRUE,FALSE,TRUE,TRUE
"78","Sep2019",1,2,1,0.196833333333333,1.516,0.257078074950012,0.562,10.5,24,"78",NA,"haploid","haploid","wt",FALSE,TRUE,TRUE,FALSE
"70","Sep2019",2,2,2,0.224333333333333,1.237,0.290950437814574,0.598,8.5,24,"70",NA,"haploid","haploid","del",FALSE,FALSE,TRUE,FALSE
"53x53","Sep2019",2,2,1,0.210166666666667,1.072,0.271569726373322,0.591,10,24,"53",53,"homozygote","diploid","del",FALSE,TRUE,TRUE,TRUE
"32","Sep2019",1,2,2,0.214833333333333,1.533,0.259874088387457,0.579,9,24,"32",NA,"haploid","haploid","del",FALSE,TRUE,TRUE,FALSE
"125x125","Sep2019",2,2,2,0.211,1.1885,0.268626200905508,0.55,12,24,"125",125,"homozygote","diploid","wt",TRUE,TRUE,TRUE,TRUE
"58","Sep2019",2,2,1,0.2115,1.226,0.291915056110925,0.549,15,24,"58",NA,"haploid","haploid","wt",TRUE,TRUE,TRUE,FALSE
"49x95","Sep2019",2,2,1,0.209166666666667,1.16233333333333,0.246579228330157,0.612,12.5,24,"49",95,"heterozygote","diploid","del",TRUE,TRUE,TRUE,TRUE
"130","Sep2019",1,2,2,0.216333333333333,1.219,0.262584040749969,0.543,8.5,22.5,"130",NA,"haploid","haploid","del",FALSE,TRUE,TRUE,FALSE
"107","Sep2019",2,2,1,0.215666666666667,1.13766666666667,0.266202188003994,0.605,10.5,24,"107",NA,"haploid","haploid","del",FALSE,TRUE,TRUE,FALSE
"17x95","Sep2019",1,2,2,0.2015,1.13633333333333,0.226829501287495,0.542,11.5,24,"17",95,"heterozygote","diploid","del",FALSE,TRUE,TRUE,TRUE
"45x67","Sep2019",1,2,2,0.203666666666667,1.516,0.225769793776864,0.561,11.5,24,"45",67,"heterozygote","diploid","wt",TRUE,FALSE,TRUE,TRUE
"3x48","Sep2019",1,2,1,0.206833333333333,1.13433333333333,0.253238416664248,0.617,10,24,"3",48,"heterozygote","diploid","del",FALSE,TRUE,TRUE,TRUE
"69x67","Sep2019",1,2,1,0.214666666666667,1.14333333333333,0.210578092652014,0.608,12,24,"69",67,"heterozygote","diploid","wt",TRUE,FALSE,TRUE,TRUE
"88x88","Sep2019",2,2,1,0.215833333333333,1.14466666666667,0.249568080701312,0.501,10,24,"88",88,"homozygote","diploid","wt",FALSE,TRUE,TRUE,TRUE
"59x136","Sep2019",2,2,2,0.2065,1.13016666666667,0.24458247714354,0.473,11.5,24,"59",136,"heterozygote","diploid","wt",TRUE,TRUE,TRUE,TRUE
"110x110","Sep2019",1,2,2,0.2085,1.21916666666667,0.211677596367865,0.574,11.5,24,"110",110,"homozygote","diploid","wt",TRUE,TRUE,TRUE,TRUE
"26","Sep2019",2,2,1,0.215666666666667,1.2285,0.303519672190111,0.547,9,24,"26",NA,"haploid","haploid","del",FALSE,TRUE,TRUE,FALSE
"115","Sep2019",2,2,1,0.208166666666667,1.06466666666667,0.274999858212999,0.632,10.5,24,"115",NA,"haploid","haploid","wt",FALSE,FALSE,TRUE,FALSE
"61x95","Sep2019",2,2,2,0.207833333333333,1.16366666666667,0.2502376441893,0.648,13,24,"61",95,"heterozygote","diploid","del",TRUE,TRUE,TRUE,TRUE
"136x136","Sep2019",1,2,2,0.189333333333333,1.39583333333333,0.22782979006708,0.509,11.5,24,"136",136,"homozygote","diploid","wt",TRUE,FALSE,TRUE,TRUE
"77","Sep2019",1,2,1,0.204833333333333,0.755666666666667,0.299541427617456,0.582,10,24,"77",NA,"haploid","haploid","del",FALSE,TRUE,TRUE,FALSE
"76x76","Sep2019",2,2,2,0.209,1.137,0.269208828052037,0.533,9,24,"76",76,"homozygote","diploid","del",FALSE,TRUE,TRUE,TRUE
"12","Sep2019",2,2,1,0.2205,1.208,0.304205456225226,0.567,9,24,"12",NA,"haploid","haploid","wt",FALSE,TRUE,TRUE,FALSE
"81x136","Sep2019",2,2,2,0.217166666666667,1.18366666666667,0.274891587870307,0.61,11.5,24,"81",136,"heterozygote","diploid","wt",TRUE,TRUE,TRUE,TRUE
"117x117","Sep2019",2,2,2,0.211,1.16466666666667,0.289520559615397,0.48,9,24,"117",117,"homozygote","diploid","del",FALSE,FALSE,TRUE,TRUE
"79x79","Sep2019",2,2,1,0.207833333333333,1.12766666666667,0.240996816230909,0.711,13.5,24,"79",79,"homozygote","diploid","del",TRUE,TRUE,TRUE,TRUE
"131x134","Sep2019",2,2,2,0.205833333333333,1.14633333333333,0.227612276176847,0.475,11.5,24,"131",134,"heterozygote","diploid","del",TRUE,TRUE,TRUE,TRUE
"109x136","Sep2019",2,2,1,0.209833333333333,1.10166666666667,0.243755139872626,0.516,13,24,"109",136,"heterozygote","diploid","wt",TRUE,TRUE,TRUE,TRUE
"133x92","Sep2019",1,2,1,0.193166666666667,1.29266666666667,0.218592981143795,0.568,13.5,24,"133",92,"heterozygote","diploid","wt",TRUE,FALSE,TRUE,TRUE
"65x92","Sep2019",1,2,1,0.2015,1.149,0.237689420173881,0.505,11.5,24,"65",92,"heterozygote","diploid","wt",TRUE,TRUE,TRUE,TRUE
"43x43","Sep2019",1,2,2,0.209,1.2555,0.211585980280926,0.573,11.5,24,"43",43,"homozygote","diploid","wt",TRUE,FALSE,TRUE,TRUE
"67","Sep2019",1,2,2,0.215166666666667,1.23283333333333,0.278969272249352,0.596,8.5,24,"67",NA,"haploid","haploid","wt",FALSE,FALSE,TRUE,FALSE
"50x48","Sep2019",1,2,2,0.211166666666667,1.14133333333333,0.20210730948822,0.616,12,24,"50",48,"heterozygote","diploid","del",TRUE,TRUE,TRUE,TRUE
"33","Sep2019",2,2,1,0.2215,1.18666666666667,0.299186766644643,0.546,9,24,"33",NA,"haploid","haploid","wt",FALSE,TRUE,TRUE,FALSE
"29x95","Sep2019",2,2,1,0.21,1.16066666666667,0.248057938656565,0.568,12,24,"29",95,"heterozygote","diploid","del",TRUE,TRUE,TRUE,TRUE
"91x92","Sep2019",2,2,2,0.209166666666667,1.12716666666667,0.283367124659373,0.668,11.5,20.75,"91",92,"heterozygote","diploid","wt",FALSE,FALSE,TRUE,TRUE
"4","Sep2019",2,2,2,0.222666666666667,1.23633333333333,0.304549471263904,0.544,8.5,24,"4",NA,"haploid","haploid","del",FALSE,TRUE,TRUE,FALSE
"105x136","Sep2019",1,2,2,0.209333333333333,1.16566666666667,0.217986302680773,0.585,11,22.5,"105",136,"heterozygote","diploid","wt",TRUE,TRUE,TRUE,TRUE
"27x27","Sep2019",2,2,1,0.209166666666667,1.13566666666667,0.258858287321972,0.567,11.5,24,"27",27,"homozygote","diploid","wt",FALSE,TRUE,TRUE,TRUE
"12x136","Sep2019",2,2,2,0.212333333333333,1.13933333333333,0.243971269442422,0.707,13.5,20.25,"12",136,"heterozygote","diploid","wt",TRUE,TRUE,TRUE,TRUE
"82x67","Sep2019",2,2,2,0.2105,1.14683333333333,0.229318540298506,0.698,13,20,"82",67,"heterozygote","diploid","wt",TRUE,TRUE,TRUE,TRUE
"60x134","Sep2019",1,2,1,0.203333333333333,1.10466666666667,0.238374502087302,0.534,13,24,"60",134,"heterozygote","diploid","del",TRUE,TRUE,TRUE,TRUE
"2x92","Sep2019",2,2,1,0.207166666666667,1.14433333333333,0.255028432472049,0.605,13,24,"2",92,"heterozygote","diploid","wt",TRUE,TRUE,TRUE,TRUE
"118x136","Sep2019",2,2,2,0.205666666666667,1.11983333333333,0.285569891345094,0.513,9.5,24,"118",136,"heterozygote","diploid","wt",FALSE,FALSE,TRUE,TRUE
"55x136","Sep2019",2,2,1,0.207833333333333,1.13466666666667,0.266885612038026,0.738,13,24,"55",136,"heterozygote","diploid","wt",TRUE,TRUE,TRUE,TRUE
"83x95","Sep2019",2,2,2,0.223666666666667,1.24583333333333,0.273513253554181,0.715,11.5,23.25,"83",95,"heterozygote","diploid","del",FALSE,TRUE,TRUE,TRUE
"67x92","Sep2019",2,2,2,0.207166666666667,1.16366666666667,0.27536559041863,0.523,12,24,"67",92,"heterozygote","diploid","wt",TRUE,FALSE,TRUE,TRUE
"79x48","Sep2019",1,2,1,0.198166666666667,1.02166666666667,0.278047871132836,0.461,10.5,24,"79",48,"heterozygote","diploid","del",FALSE,TRUE,TRUE,TRUE
"93x67","Sep2019",2,2,2,0.207,1.14133333333333,0.262281400065234,0.798,13.5,20,"93",67,"heterozygote","diploid","wt",TRUE,FALSE,TRUE,TRUE
"20x136","Sep2019",2,2,2,0.210166666666667,1.10883333333333,0.243286283818644,0.727,13,19.5,"20",136,"heterozygote","diploid","wt",TRUE,FALSE,TRUE,TRUE
"31x48","Sep2019",2,2,1,0.210833333333333,1.14,0.265294828849516,0.527,12,24,"31",48,"heterozygote","diploid","del",TRUE,TRUE,TRUE,TRUE
"98x98","Sep2019",1,2,1,0.203666666666667,1.1205,0.224578362012506,0.536,14,24,"98",98,"homozygote","diploid","wt",TRUE,TRUE,TRUE,TRUE
"81x81","Sep2019",2,2,2,0.206166666666667,1.1895,0.262954814020389,0.753,13.5,23.25,"81",81,"homozygote","diploid","wt",TRUE,TRUE,TRUE,TRUE
"94","Sep2019",2,2,2,0.213666666666667,1.197,0.309375660917377,0.544,8.5,24,"94",NA,"haploid","haploid","del",FALSE,FALSE,TRUE,FALSE
"99x99","Sep2019",2,2,1,0.217,1.037,0.284913627157657,0.564,10,24,"99",99,"homozygote","diploid","del",FALSE,TRUE,TRUE,TRUE
"96","Sep2019",1,2,1,0.211833333333333,1.22683333333333,0.301091910914764,0.565,9,24,"96",NA,"haploid","haploid","del",FALSE,FALSE,TRUE,FALSE
